Predicted count: ,Corrected count: ,CI ,line,genotype,allele,block
16.38073414,15.79045233,0.512269355,S3,D,F,2
25.63160916,25.25048192,0.584149604,L1,B,M,3
6.847078939,6.68671026,0.574467979,L1,B,M,3
18.89946391,18.59745383,0.580672213,L1,B,M,3
19.01499339,18.7116256,0.580731817,L1,B,M,3
21.22635595,20.8969999,0.581873186,L1,B,M,3
23.00134407,22.6511281,0.582789981,L1,B,M,3
54.23208463,53.51484041,0.599013718,L1,B,M,3
18.05778361,17.76566508,0.580238048,L1,B,M,3
28.55719313,28.141684,0.585663373,L1,B,M,3
13.08171794,12.84807887,0.577673956,L1,B,M,3
37.42707274,36.90732349,0.590262339,L1,B,M,3
16.29202595,16.02065887,0.579327646,L1,B,M,3
22.85731939,22.50879601,0.58271557,L1,B,M,3
29.42541814,28.99970551,0.586112914,L1,B,M,3
27.30383046,26.90305104,0.585014661,L1,B,M,3
25.31633027,24.93890824,0.583986565,L1,B,M,3
34.50711342,34.02167996,0.588746801,L1,B,M,3
36.27131736,35.76515071,0.589662289,L1,B,M,3
22.19303399,21.85231739,0.58237241,L1,B,M,3
34.652532,34.16538955,0.588822241,L1,B,M,3
1.531572505,1.433672438,0.571740555,L1,B,M,3
26.61257254,26.21991688,0.584657004,L1,B,M,3
11.73707274,11.51923613,0.576981884,L1,B,M,3
15.50235741,15.24027063,0.578920692,L1,B,M,3
32.2814944,31.82221674,0.58759267,L1,B,M,3
27.06268643,26.66474097,0.584889883,L1,B,M,3
37.75320614,37.22962412,0.590431706,L2,B,M,3
22.57911896,22.23386503,0.582571846,L2,B,M,3
28.41941327,28.00552336,0.585592047,L2,B,M,3
26.43626386,26.04568021,0.584565796,L2,B,M,3
40.37788683,39.82345917,0.591795432,L2,B,M,3
29.29198432,28.86783982,0.586043817,L2,B,M,3
29.97328579,29.54113454,0.586396654,L2,B,M,3
32.78268228,32.31751459,0.587852491,L2,B,M,3
38.40710379,37.87583707,0.590771343,L2,B,M,3
45.92423,45.30462091,0.59468118,L2,B,M,3
35.12734643,34.63462389,0.589068591,L2,B,M,3
50.96565363,50.28679699,0.597308862,L2,B,M,3
40.84159654,40.2817193,0.592036493,L2,B,M,3
39.36506964,38.82254476,0.59126905,L2,B,M,3
17.90288684,17.61258869,0.580158162,L2,B,M,3
46.95329293,46.32159014,0.595217189,L2,B,M,3
37.73133997,37.20801492,0.59042035,L2,B,M,3
30.77244589,30.33090279,0.586810636,L2,B,M,3
54.48618021,53.76594982,0.599146415,L2,B,M,3
37.42425736,36.90454119,0.590260877,L2,B,M,3
37.43045942,36.91067036,0.590264098,L2,B,M,3
51.31210101,50.62917286,0.597489598,L2,B,M,3
51.85906302,51.1697069,0.59777498,L2,B,M,3
15.5335028,15.27105,0.578936741,L3,B,M,3
41.64140041,41.07212376,0.592452361,L3,B,M,3
37.13437802,36.61806856,0.590110354,L3,B,M,3
40.79555721,40.23622104,0.592012557,L3,B,M,3
34.91493632,34.42471006,0.588958381,L3,B,M,3
29.48228368,29.05590276,0.586142362,L3,B,M,3
32.82877029,32.36306096,0.587876386,L3,B,M,3
20.02984014,19.71454572,0.581255505,L3,B,M,3
22.18313928,21.84253897,0.582367299,L3,B,M,3
33.07677765,32.60815371,0.588004975,L3,B,M,3
28.86536162,28.44623085,0.585822917,L3,B,M,3
39.86143362,39.3130754,0.591526998,L3,B,M,3
39.9970963,39.44714376,0.591597506,L3,B,M,3
27.15782877,26.75876518,0.584939112,L3,B,M,3
25.0887446,24.71399719,0.583868885,L3,B,M,3
45.16732028,44.5566065,0.594287045,L3,B,M,3
25.48782102,25.1083836,0.584075245,L3,B,M,3
24.03175696,23.66943142,0.583322465,L3,B,M,3
19.49602045,19.18699955,0.580980016,L3,B,M,3
27.55095615,27.14727246,0.585142545,L3,B,M,3
31.28818256,30.84057844,0.58707786,L3,B,M,3
11.61712943,11.40070241,0.576920168,L3,B,M,3
33.57243597,33.09798697,0.588262,L3,B,M,3
19.07771992,18.77361495,0.58076418,L3,B,M,3
31.35604913,30.90764744,0.587113028,S1,B,F,3
15.55197087,15.28930102,0.578946257,S1,B,F,3
21.05620863,20.72885217,0.581785334,S1,B,F,3
20.71322316,20.38989752,0.581608257,S1,B,F,3
42.2422138,41.6658763,0.592764835,S1,B,F,3
43.93980744,43.34351958,0.593648071,S1,B,F,3
11.13931567,10.928504,0.576674337,S1,B,F,3
27.88390171,27.4763052,0.585314857,S1,B,F,3
7.148180023,6.984272759,0.57462264,S1,B,F,3
46.77367645,46.14408454,0.595123619,S1,B,F,3
35.63371792,35.13504444,0.589331359,S1,B,F,3
10.0589556,9.860840474,0.576118662,S1,B,F,3
18.56897118,18.2708451,0.580501719,S1,B,F,3
32.93441217,32.46746132,0.587931159,S1,B,F,3
38.22582979,37.69669342,0.590677181,S1,B,F,3
12.76423857,12.53433057,0.577510523,S1,B,F,3
19.57392555,19.26398911,0.581020218,S1,B,F,3
32.78798914,32.32275908,0.587855243,S1,B,F,3
35.36916659,34.87360216,0.589194072,S1,B,F,3
33.37304567,32.90093993,0.5881586,S1,B,F,3
43.99764691,43.4006793,0.593678173,S1,B,F,3
50.01381332,49.34614284,0.59681241,S1,B,F,3
46.318014,45.6937771,0.594886269,S1,B,F,3
38.75112066,38.215811,0.590950057,S1,B,F,3
46.41244233,45.7870957,0.594935453,S1,B,F,3
10.99338729,10.78429058,0.576599267,S1,B,F,3
21.34942372,21.01862136,0.581936732,S1,B,F,3
29.59358898,29.16589997,0.586200004,S2,B,F,3
14.63691477,14.38499879,0.578474824,S2,B,F,3
24.04926984,23.68673848,0.583331517,S2,B,F,3
15.22423128,14.96541308,0.578777389,S2,B,F,3
13.47294536,13.23470852,0.577875381,S2,B,F,3
14.30448847,14.05647921,0.578303599,S2,B,F,3
26.99410095,26.59696151,0.584854396,S2,B,F,3
40.56009847,40.00352943,0.591890151,S2,B,F,3
31.04352806,30.59879916,0.586951088,S2,B,F,3
34.55058586,34.0646415,0.588769353,S2,B,F,3
36.65090398,36.14027637,0.589859338,S2,B,F,3
17.83311512,17.54363693,0.580122179,S2,B,F,3
33.64423315,33.16894038,0.588299235,S2,B,F,3
17.69458189,17.40673176,0.580050738,S2,B,F,3
33.52929582,33.05535381,0.588239628,S2,B,F,3
29.27900227,28.85501034,0.586037094,S2,B,F,3
36.16438342,35.65947348,0.589606782,S2,B,F,3
28.80121445,28.38283755,0.585789706,S2,B,F,3
30.18028009,29.7456962,0.58650387,S2,B,F,3
10.94982441,10.74123967,0.576576857,S2,B,F,3
50.81676112,50.13965428,0.597231194,S2,B,F,3
9.770888517,9.576158799,0.575970535,S2,B,F,3
18.58844523,18.29009029,0.580511765,S2,B,F,3
21.9761653,21.63799737,0.582260397,S2,B,F,3
21.27695058,20.94699993,0.58189931,S2,B,F,3
51.59760074,50.91131736,0.597638554,S3,B,F,3
40.79467235,40.23534657,0.592012097,S3,B,F,3
46.48825812,45.86202048,0.594974943,S3,B,F,3
32.54239309,32.08004931,0.587727917,S3,B,F,3
36.44128724,35.93312308,0.58975052,S3,B,F,3
51.48490945,50.79995043,0.597579757,S3,B,F,3
41.13406109,40.57074677,0.59218855,S3,B,F,3
62.47459821,61.66048676,0.60332379,S3,B,F,3
44.71029554,44.10495278,0.594049113,S3,B,F,3
21.70398943,21.36902016,0.58211983,L1,D,M,3
8.436016047,8.256973946,0.575284335,L1,D,M,3
4.161900931,4.033088858,0.573089509,L1,D,M,3
9.760923759,9.566311147,0.575965411,L1,D,M,3
14.82218255,14.56808928,0.57857026,L1,D,M,3
3.35398644,3.234669096,0.572675029,L1,D,M,3
3.10125042,2.984903267,0.572545396,L1,D,M,3
3.652935159,3.530104526,0.572828382,L1,D,M,3
6.052546067,5.901514855,0.57405995,L1,D,M,3
9.234190902,9.045768532,0.575694601,L1,D,M,3
30.33787633,29.90144035,0.586585505,L2,D,M,3
25.86038454,25.4765687,0.584267922,L2,D,M,3
21.74452405,21.40907841,0.582140763,L2,D,M,3
5.523824654,5.379007053,0.573788495,L2,D,M,3
22.66593916,22.31966492,0.582616697,L2,D,M,3
50.46676576,49.79377212,0.597048637,L2,D,M,3
22.44622846,22.10253629,0.582503197,L2,D,M,3
36.82316315,36.31051113,0.589948769,L2,D,M,3
28.19382134,27.78258261,0.58547527,L2,D,M,3
28.24431308,27.83248096,0.585501406,L2,D,M,3
38.2291419,37.69996661,0.590678901,L2,D,M,3
14.27342407,14.02577989,0.578287599,L2,D,M,3
21.50677942,21.17412779,0.582017988,L2,D,M,3
25.62480655,25.24375926,0.584146086,L2,D,M,3
21.4523011,21.1202897,0.581989856,L2,D,M,3
30.08657811,29.65309542,0.586455335,L2,D,M,3
19.74662078,19.43465479,0.581109337,L2,D,M,3
24.72407881,24.353617,0.583680344,L2,D,M,3
31.89427992,31.43955285,0.587391965,L2,D,M,3
34.64807243,34.16098239,0.588819928,L2,D,M,3
27.7081895,27.30265798,0.585223916,L2,D,M,3
12.55648427,12.32901782,0.577403584,L2,D,M,3
32.41639403,31.95553101,0.587662599,L2,D,M,3
6.462109679,6.306265215,0.574270264,L3,D,M,3
26.21383032,25.82586074,0.584450735,L3,D,M,3
21.91254631,21.57512605,0.582227539,L3,D,M,3
25.39429258,25.01595432,0.58402688,L3,D,M,3
24.30548822,23.93994575,0.583463953,L3,D,M,3
20.53496379,20.21373308,0.581516234,L3,D,M,3
27.91198985,27.50406324,0.585329394,L3,D,M,3
24.08675897,23.72378704,0.583350894,L3,D,M,3
26.99525718,26.59810415,0.584854994,L3,D,M,3
6.514634499,6.358172755,0.574297238,L3,D,M,3
33.54836084,33.07419478,0.588249515,L3,D,M,3
31.79700902,31.3434251,0.58734155,L3,D,M,3
16.23217037,15.96150672,0.579296795,L3,D,M,3
25.88608949,25.50197156,0.584281216,L3,D,M,3
10.03059803,9.832816172,0.576104079,L3,D,M,3
28.17255988,27.76157102,0.585464265,L3,D,M,3
24.29521763,23.92979587,0.583458644,S1,D,F,3
41.59926808,41.03048657,0.59243045,S1,D,F,3
37.20667413,36.68951503,0.590147893,S1,D,F,3
17.51472612,17.22898968,0.579957992,S1,D,F,3
25.88404027,25.49994642,0.584280156,S1,D,F,3
27.87319319,27.46572253,0.585309314,S1,D,F,3
15.94843283,15.6811037,0.579150562,S1,D,F,3
49.20485666,48.54669316,0.596390604,S1,D,F,3
21.35891279,21.02799891,0.581941632,S1,D,F,3
19.94027746,19.62603559,0.581209281,S1,D,F,3
31.29781928,30.85010192,0.587082853,S1,D,F,3
52.28068654,51.58637543,0.597995001,S1,D,F,3
46.71186785,46.08300232,0.595091421,S1,D,F,3
58.08379743,57.32128731,0.601026384,S1,D,F,3
23.49159213,23.13561469,0.583043301,S1,D,F,3
57.18154021,56.42963356,0.600554695,S1,D,F,3
21.52628612,21.19340524,0.582028061,S1,D,F,3
38.6538361,38.11966974,0.590899516,S2,D,F,3
69.09530752,68.20338852,0.606794014,S2,D,F,3
51.11564139,50.43502206,0.597387106,S2,D,F,3
12.5832103,12.35542977,0.577417341,S2,D,F,3
47.56389315,46.9250145,0.59553532,S2,D,F,3
49.6545962,48.9911473,0.596625093,S2,D,F,3
47.11882692,46.48517875,0.595303428,S2,D,F,3
60.44670442,59.65642508,0.60226233,S2,D,F,3
33.8287035,33.35124281,0.588394906,S2,D,F,3
67.52875313,66.65524451,0.605972257,S2,D,F,3
20.76367041,20.43975191,0.581634301,S2,D,F,3
30.08691774,29.65343106,0.586455511,S2,D,F,3
19.42567873,19.1174845,0.580943719,S2,D,F,3
29.11831819,28.69621464,0.585953891,S2,D,F,3
23.33557379,22.9814299,0.582962679,S2,D,F,3
56.66332706,55.91751052,0.600283842,S2,D,F,3
34.21031304,33.72836761,0.588592839,S2,D,F,3
17.25303015,16.97036921,0.579823055,S2,D,F,3
46.20720772,45.58427303,0.594828556,S3,D,F,3
29.2043009,28.78118687,0.585998413,S3,D,F,3
57.26475992,56.51187525,0.600598196,S3,D,F,3
30.19819681,29.76340236,0.586513151,S3,D,F,3
46.65933635,46.03108818,0.595064057,S3,D,F,3
43.78581841,43.19134024,0.593567932,S3,D,F,3
31.69219485,31.23984272,0.587287228,S3,D,F,3
38.97544091,38.437495,0.5910666,S3,D,F,3
46.49129399,45.86502067,0.594976524,S3,D,F,3
38.8031841,38.26726258,0.590977105,S3,D,F,3
22.29889849,21.95693776,0.582427093,S3,D,F,3
15.66241911,15.39845126,0.57900317,S3,D,F,3
37.31681157,36.79835812,0.590205083,S3,D,F,3
17.19820006,16.91618349,0.579794785,S3,D,F,3
26.4839402,26.09279625,0.584590459,S3,D,F,3
44.2047467,43.60534523,0.593785961,S3,D,F,3
21.00474188,20.67799027,0.581758761,S3,D,F,3
34.90334923,36.28179355,0.337912509,L2,B,M,3
31.24833695,32.462455,0.343628517,L2,B,M,3
34.50190874,35.86230463,0.33853758,L2,B,M,3
17.96632509,18.58329509,0.364837246,L2,B,M,3
9.788375167,10.03767143,0.378200636,L2,B,M,3
27.41394433,28.45567132,0.349683259,L2,B,M,3
26.86039423,27.87723408,0.350562094,L2,B,M,3
19.55412672,20.24248294,0.362268188,L2,B,M,3
29.77924151,30.92731027,0.345941431,L2,B,M,3
31.04632029,32.25135584,0.343946053,L2,B,M,3
22.73478442,23.56614033,0.357148333,L2,B,M,3
43.67754502,45.45046979,0.324429007,L2,B,M,3
39.1530052,40.72251047,0.331338403,L2,B,M,3
29.07465791,30.19104919,0.347053767,L2,B,M,3
40.99652656,42.64891499,0.328511656,L2,B,M,3
15.90337763,16.42759925,0.368187824,L2,B,M,3
25.27897048,26.22471085,0.353079234,L2,B,M,3
22.92853293,23.76859961,0.356837625,L3,B,M,3
51.04833555,53.15264484,0.31338737,L3,B,M,3
38.75874933,40.31052919,0.331944941,L3,B,M,3
55.18175262,57.47189686,0.307320681,L3,B,M,3
20.71139863,21.45178482,0.360401214,L3,B,M,3
40.65910429,42.2963225,0.329027872,L3,B,M,3
29.34049152,30.46883445,0.346633861,L3,B,M,3
22.69056456,23.51993238,0.357219266,L3,B,M,3
31.29040621,32.50641566,0.343562412,L3,B,M,3
56.07039805,58.40049504,0.306028861,L3,B,M,3
19.37007594,20.05015739,0.362565538,L3,B,M,3
28.46074172,29.54953184,0.34802456,L3,B,M,3
36.33867444,37.78164977,0.335683254,L3,B,M,3
48.15270976,50.12683416,0.317692076,L3,B,M,3
36.91174125,38.38048118,0.334795698,L3,B,M,3
33.64675593,34.96870487,0.339871388,L3,B,M,3
38.6828768,40.2312455,0.332061746,L3,B,M,3
38.67017585,40.21797352,0.332081302,L3,B,M,3
58.8875654,61.34431985,0.301963808,L3,B,M,3
19.18488574,19.8566412,0.362864847,L1,B,M,3
26.3872725,27.38284119,0.351314166,L1,B,M,3
28.61409437,29.7097791,0.347781923,L1,B,M,3
24.15449591,25.04968085,0.354874751,L1,B,M,3
26.09526235,27.07770251,0.351778768,L1,B,M,3
30.79897689,31.99289209,0.344335059,L1,B,M,3
45.24960009,47.09320313,0.322051115,L1,B,M,3
28.28483263,29.36571402,0.348302999,L1,B,M,3
24.71503571,25.63542204,0.353979117,L1,B,M,3
46.74912892,48.66014951,0.319794269,L1,B,M,3
20.69755098,21.43731459,0.360423526,L1,B,M,3
35.95690367,37.38271491,0.336275328,L1,B,M,3
24.3303509,25.23344213,0.354593644,L1,B,M,3
27.80900417,28.86849272,0.34905677,L1,B,M,3
29.184777,30.30611914,0.346879791,L1,B,M,3
30.50925793,31.69014761,0.344791025,L1,B,M,3
67.54846744,70.39460875,0.289772145,L1,B,M,3
15.2536496,15.74865999,0.369246017,S1,B,F,3
34.13934166,35.48343684,0.339102711,S1,B,F,3
35.6753717,37.0885255,0.33671235,S1,B,F,3
40.81171946,42.45579913,0.328794323,S1,B,F,3
33.03195188,34.32625976,0.340832213,S1,B,F,3
36.11502819,37.54794858,0.336030022,S1,B,F,3
33.77415357,35.1018302,0.339672487,S1,B,F,3
49.04485229,51.05908667,0.316361126,S1,B,F,3
42.39209227,44.10722417,0.326382248,S1,B,F,3
31.73844847,32.97460153,0.342858834,S1,B,F,3
29.95773339,31.113827,0.345659955,S1,B,F,3
23.3879063,24.24862602,0.356101485,S1,B,F,3
14.14285462,14.58792461,0.371058326,S1,B,F,3
41.63282447,43.31382032,0.327539636,S1,B,F,3
20.16271899,20.87843701,0.361285791,S1,B,F,3
37.69490368,39.19885394,0.333585079,S1,B,F,3
29.08875861,30.20578384,0.347031487,S2,B,F,3
29.75964365,30.90683131,0.345972343,S2,B,F,3
58.68953285,61.13738393,0.302248033,S2,B,F,3
35.44167324,36.84432016,0.337075379,S2,B,F,3
54.92487228,57.20346739,0.307694944,S2,B,F,3
20.52764724,21.25977212,0.360697339,S2,B,F,3
63.3377104,65.99453962,0.295639864,S2,B,F,3
56.10850578,58.44031606,0.305973565,S2,B,F,3
60.37257261,62.89609174,0.29983998,S2,B,F,3
16.74601155,17.30811728,0.366817526,S2,B,F,3
21.18545862,21.94715814,0.359637789,S2,B,F,3
12.46303825,12.83258511,0.373806549,S2,B,F,3
22.13337934,22.93769659,0.358113651,S2,B,F,3
38.6816946,40.23001014,0.332063566,S2,B,F,3
47.38569996,49.32534024,0.318839614,S2,B,F,3
44.34877908,46.15188197,0.323412225,S2,B,F,3
45.8629854,47.73416573,0.321126595,S2,B,F,3
37.22127484,38.70393114,0.334316895,S2,B,F,3
31.23558689,32.44913171,0.343648553,S2,B,F,3
66.95437682,69.77380832,0.290592912,S2,B,F,3
36.84287853,38.30852245,0.334902275,S2,B,F,3
45.70575121,47.56986242,0.321363407,S3,B,F,3
30.771925,31.96462397,0.34437762,S3,B,F,3
12.22386547,12.58265932,0.37419857,S3,B,F,3
8.375088027,8.560844097,0.380531301,L1,D,M,3
44.85810526,46.68410702,0.322642162,L1,D,M,3
38.70305458,40.25233045,0.33203068,L1,D,M,3
21.5273688,22.30444032,0.359087672,L1,D,M,3
23.02477874,23.86917255,0.356683329,L1,D,M,3
21.70490537,22.48995878,0.358802187,L1,D,M,3
21.90965795,22.70391687,0.358473078,L1,D,M,3
16.22570457,16.76441774,0.367663376,L1,D,M,3
16.02255557,16.55213533,0.367993873,L1,D,M,3
29.79340321,30.94210867,0.345919094,L1,D,M,3
27.71709122,28.77244745,0.349202472,L1,D,M,3
33.51452037,34.83052412,0.340077915,L1,D,M,3
10.95220709,11.25382826,0.376285908,L1,D,M,3
1.135205901,0.995462976,0.392561914,L1,D,M,3
9.134934659,9.354852792,0.379277483,L1,D,M,3
29.09363253,30.21087689,0.347023786,L1,D,M,3
34.75129783,36.12290605,0.338149183,L2,D,M,3
44.62664314,46.44223856,0.322991959,L2,D,M,3
24.51396454,25.42531089,0.354300256,L2,D,M,3
43.34230588,45.10015858,0.32493764,L2,D,M,3
48.5344106,50.52569595,0.31712213,L2,D,M,3
20.54042841,21.27312793,0.360676737,L2,D,M,3
18.009074,18.62796596,0.364767966,L2,D,M,3
36.53972636,37.99174082,0.335371705,L2,D,M,3
17.96998261,18.58711705,0.364831319,L2,D,M,3
26.29827908,27.2898467,0.351455724,L2,D,M,3
52.37363906,54.53753288,0.311431988,L2,D,M,3
53.19283797,55.39356228,0.310228099,L2,D,M,3
41.62768259,43.30844727,0.327547483,L2,D,M,3
46.00076907,47.87814403,0.320919178,L2,D,M,3
33.67602343,34.99928822,0.339825688,L2,D,M,3
32.09534673,33.34754563,0.34229897,L2,D,M,3
37.03695014,38.51131936,0.334601967,L2,D,M,3
45.58061012,47.43909509,0.321551972,L2,D,M,3
30.44279665,31.62069829,0.34489567,L2,D,M,3
15.27736498,15.7734416,0.369207368,L2,D,M,3
10.83310915,11.12937578,0.376481656,L2,D,M,3
29.07733159,30.19384307,0.347049542,L2,D,M,3
19.58621501,20.27601389,0.362216359,L2,D,M,3
21.8403605,22.63150387,0.358584447,L3,D,M,3
19.90540585,20.60955529,0.361700992,L3,D,M,3
25.42288336,26.37509393,0.352849779,L3,D,M,3
36.45290912,37.90102035,0.335506215,L3,D,M,3
29.05894279,30.17462753,0.347078599,L3,D,M,3
42.37682047,44.09126576,0.326405501,L3,D,M,3
19.95616493,20.66259645,0.361619069,L3,D,M,3
20.59513896,21.33029822,0.360588559,L3,D,M,3
11.62319717,11.95498549,0.375183897,L3,D,M,3
19.61501789,20.30611173,0.362169839,L3,D,M,3
29.10575226,30.22354151,0.347004637,L3,D,M,3
4.303364303,4.306059107,0.387278992,L3,D,M,3
17.65954555,18.262723,0.365334605,L3,D,M,3
46.7492063,48.66023037,0.319794153,L3,D,M,3
21.05115071,21.80681187,0.359853998,L3,D,M,3
23.28077254,24.13667561,0.356273097,L3,D,M,3
47.47752867,49.4212975,0.318702069,S1,D,F,3
59.88571888,62.38734947,0.300534799,S1,D,F,3
41.35561097,43.02414354,0.32796288,S1,D,F,3
34.14330044,35.48757361,0.339096537,S1,D,F,3
33.084225,34.38088303,0.340750459,S1,D,F,3
64.98620334,67.71714741,0.293328846,S1,D,F,3
47.81876976,49.7778805,0.318191321,S1,D,F,3
45.5841848,47.44283048,0.321546584,S1,D,F,3
23.09761327,23.94528166,0.356566587,S1,D,F,3
29.90190867,31.05549244,0.345747975,S1,D,F,3
40.56839127,42.20153111,0.329166742,S1,D,F,3
24.33879394,25.24226476,0.35458015,S1,D,F,3
47.40325219,49.34368161,0.31881332,S1,D,F,3
37.30653274,38.79302216,0.334185088,S1,D,F,3
40.73175258,42.372237,0.328916684,S1,D,F,3
50.76603724,52.85765463,0.313805098,S1,D,F,3
21.47137166,22.2459256,0.35917774,S1,D,F,3
38.66602154,40.21363244,0.332087698,S1,D,F,3
46.09547812,47.97711112,0.32077666,S1,D,F,3
39.37969521,40.95939227,0.330989973,S1,D,F,3
30.05307646,31.21345661,0.345509655,S1,D,F,3
65.8415624,68.61096269,0.292136676,S2,D,F,3
64.41553942,67.12082692,0.294126874,S2,D,F,3
22.30029224,23.11211375,0.357845608,S2,D,F,3
48.05032387,50.01984508,0.317845084,S2,D,F,3
31.79795075,33.03677898,0.342765457,S2,D,F,3
57.22583153,59.60787584,0.304356002,S2,D,F,3
58.753472,61.20419773,0.302156239,S2,D,F,3
56.78993495,59.15238171,0.304986193,S2,D,F,3
35.9060737,37.32959966,0.336354206,S2,D,F,3
51.65555426,53.78716359,0.31249029,S2,D,F,3
51.27200954,53.38637503,0.313056693,S2,D,F,3
56.30916739,58.64999925,0.305682534,S2,D,F,3
31.84317,33.08403125,0.342694504,S2,D,F,3
17.66700788,18.27052083,0.365322503,S2,D,F,3
53.85600113,56.0865407,0.309256226,S2,D,F,3
50.51313261,52.59337963,0.314179692,S2,D,F,3
40.99279522,42.6450159,0.328517361,S2,D,F,3
52.43520786,54.60186976,0.31134138,S2,D,F,3
29.75005217,30.8968086,0.345987473,S2,D,F,3
34.55811552,35.92103843,0.338450021,S2,D,F,3
63.02337725,65.66607432,0.296082505,S2,D,F,3
49.88615258,51.9382111,0.315109815,S3,D,F,3
43.47974829,45.24378028,0.324729044,S3,D,F,3
37.30570648,38.79215875,0.334186365,S3,D,F,3
42.324857,44.03696605,0.326484628,S3,D,F,3
34.76023262,36.13224253,0.338135273,S3,D,F,3
47.48882253,49.43309912,0.318685156,S3,D,F,3
40.84313161,42.48862354,0.328746266,S3,D,F,3