lines,chro,line_chro,vial,sex,eclosion_date,total_from_vial,allele
L3,D,L:D,1,M,10,13,L
L3,D,L:D,1,M,10,13,L
L3,D,L:D,1,M,10,13,L
L3,D,L:D,1,F,10,13,L
L3,D,L:D,1,F,10,13,L
L3,D,L:D,1,F,10,13,L
L3,D,L:D,1,F,10,13,L
L3,D,L:D,1,M,11,13,L
L3,D,L:D,1,M,11,13,L
L3,D,L:D,1,F,11,13,L
L3,D,L:D,2,M,10,14,L
L3,D,L:D,2,M,10,14,L
L3,D,L:D,2,M,10,14,L
L3,D,L:D,2,M,10,14,L
L3,D,L:D,2,M,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,F,10,14,L
L3,D,L:D,2,M,13,14,L
L3,D,L:D,3,M,10,14,L
L3,D,L:D,3,M,10,14,L
L3,D,L:D,3,M,10,14,L
L3,D,L:D,3,M,10,14,L
L3,D,L:D,3,M,10,14,L
L3,D,L:D,3,F,10,14,L
L3,D,L:D,3,F,10,14,L
L3,D,L:D,3,F,10,14,L
L3,D,L:D,3,F,10,14,L
L3,D,L:D,3,F,10,14,L
L3,D,L:D,3,F,10,14,L
L3,D,L:D,3,M,11,14,L
L3,D,L:D,3,M,11,14,L
L3,D,L:D,3,M,11,14,L
L3,D,L:D,4,M,10,13,L
L3,D,L:D,4,M,10,13,L
L3,D,L:D,4,M,10,13,L
L3,D,L:D,4,M,10,13,L
L3,D,L:D,4,M,10,13,L
L3,D,L:D,4,M,10,13,L
L3,D,L:D,4,F,10,13,L
L3,D,L:D,4,F,10,13,L
L3,D,L:D,4,F,10,13,L
L3,D,L:D,4,F,10,13,L
L3,D,L:D,4,F,10,13,L
L3,D,L:D,4,M,11,13,L
L3,D,L:D,4,M,13,13,L
L3,D,L:D,5,M,10,17,L
L3,D,L:D,5,M,10,17,L
L3,D,L:D,5,M,10,17,L
L3,D,L:D,5,F,10,17,L
L3,D,L:D,5,F,10,17,L
L3,D,L:D,5,F,10,17,L
L3,D,L:D,5,F,10,17,L
L3,D,L:D,5,F,10,17,L
L3,D,L:D,5,M,11,17,L
L3,D,L:D,5,M,11,17,L
L3,D,L:D,5,M,11,17,L
L3,D,L:D,5,M,11,17,L
L3,D,L:D,5,F,11,17,L
L3,D,L:D,5,F,11,17,L
L3,D,L:D,5,M,12,17,L
L3,D,L:D,5,F,12,17,L
L3,D,L:D,5,F,12,17,L
L3,D,L:D,6,M,10,20,L
L3,D,L:D,6,M,10,20,L
L3,D,L:D,6,M,10,20,L
L3,D,L:D,6,M,10,20,L
L3,D,L:D,6,M,10,20,L
L3,D,L:D,6,M,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,F,10,20,L
L3,D,L:D,6,M,11,20,L
L3,D,L:D,6,M,11,20,L
L3,D,L:D,6,M,11,20,L
L3,D,L:D,6,M,11,20,L
L3,D,L:D,6,M,11,20,L
L3,D,L:D,6,M,12,20,L
L3,D,L:D,6,M,12,20,L
L3,D,L:D,7,F,10,11,L
L3,D,L:D,7,F,10,11,L
L3,D,L:D,7,F,10,11,L
L3,D,L:D,7,F,10,11,L
L3,D,L:D,7,F,10,11,L
L3,D,L:D,7,F,10,11,L
L3,D,L:D,7,M,11,11,L
L3,D,L:D,7,F,11,11,L
L3,D,L:D,7,F,11,11,L
L3,D,L:D,7,F,11,11,L
L3,D,L:D,7,F,11,11,L
L3,D,L:D,8,M,10,12,L
L3,D,L:D,8,F,10,12,L
L3,D,L:D,8,F,10,12,L
L3,D,L:D,8,F,10,12,L
L3,D,L:D,8,F,10,12,L
L3,D,L:D,8,F,10,12,L
L3,D,L:D,8,M,11,12,L
L3,D,L:D,8,M,11,12,L
L3,D,L:D,8,M,11,12,L
L3,D,L:D,8,M,11,12,L
L3,D,L:D,8,F,11,12,L
L3,D,L:D,8,M,12,12,L
L3,D,L:D,9,F,10,17,L
L3,D,L:D,9,F,10,17,L
L3,D,L:D,9,F,10,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,M,11,17,L
L3,D,L:D,9,F,11,17,L
L3,D,L:D,9,F,11,17,L
L3,D,L:D,9,F,11,17,L
L3,D,L:D,9,F,11,17,L
L3,D,L:D,9,F,11,17,L
L3,D,L:D,10,M,10,19,L
L3,D,L:D,10,M,10,19,L
L3,D,L:D,10,M,10,19,L
L3,D,L:D,10,F,10,19,L
L3,D,L:D,10,F,10,19,L
L3,D,L:D,10,F,10,19,L
L3,D,L:D,10,F,10,19,L
L3,D,L:D,10,F,10,19,L
L3,D,L:D,10,F,10,19,L
L3,D,L:D,10,M,11,19,L
L3,D,L:D,10,M,11,19,L
L3,D,L:D,10,M,11,19,L
L3,D,L:D,10,M,11,19,L
L3,D,L:D,10,M,11,19,L
L3,D,L:D,10,M,11,19,L
L3,D,L:D,10,F,11,19,L
L3,D,L:D,10,F,11,19,L
L3,D,L:D,10,F,11,19,L
L3,D,L:D,10,M,13,19,L
L3,D,L:D,11,M,10,10,L
L3,D,L:D,11,F,10,10,L
L3,D,L:D,11,F,10,10,L
L3,D,L:D,11,F,10,10,L
L3,D,L:D,11,F,10,10,L
L3,D,L:D,11,F,10,10,L
L3,D,L:D,11,M,11,10,L
L3,D,L:D,11,F,11,10,L
L3,D,L:D,11,F,11,10,L
L3,D,L:D,11,F,11,10,L
L3,D,L:D,12,M,11,21,L
L3,D,L:D,12,M,11,21,L
L3,D,L:D,12,M,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,F,11,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,M,12,21,L
L3,D,L:D,12,F,12,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,M,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,F,11,21,L
L3,D,L:D,13,M,12,21,L
L3,D,L:D,13,M,12,21,L
L3,D,L:D,13,M,12,21,L
L3,D,L:D,13,F,12,21,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,M,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,14,F,11,19,L
L3,D,L:D,15,F,10,18,L
L3,D,L:D,15,F,10,18,L
L3,D,L:D,15,F,10,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,M,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,15,F,11,18,L
L3,D,L:D,16,F,11,13,L
L3,D,L:D,16,F,11,13,L
L3,D,L:D,16,F,11,13,L
L3,D,L:D,16,F,11,13,L
L3,D,L:D,16,F,11,13,L
L3,D,L:D,16,F,11,13,L
L3,D,L:D,16,M,12,13,L
L3,D,L:D,16,M,12,13,L
L3,D,L:D,16,M,12,13,L
L3,D,L:D,16,M,12,13,L
L3,D,L:D,16,M,12,13,L
L3,D,L:D,16,F,12,13,L
L3,D,L:D,16,M,13,13,L
L3,D,L:D,17,M,11,18,L
L3,D,L:D,17,M,11,18,L
L3,D,L:D,17,M,11,18,L
L3,D,L:D,17,M,11,18,L
L3,D,L:D,17,M,11,18,L
L3,D,L:D,17,M,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,F,11,18,L
L3,D,L:D,17,M,12,18,L
L3,D,L:D,18,M,10,19,L
L3,D,L:D,18,M,10,19,L
L3,D,L:D,18,M,10,19,L
L3,D,L:D,18,F,10,19,L
L3,D,L:D,18,F,10,19,L
L3,D,L:D,18,F,10,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,M,11,19,L
L3,D,L:D,18,F,11,19,L
L3,D,L:D,18,F,11,19,L
L3,D,L:D,18,F,11,19,L
S1,D,S:D,1,M,10,13,S
S1,D,S:D,1,M,10,13,S
S1,D,S:D,1,M,10,13,S
S1,D,S:D,1,M,10,13,S
S1,D,S:D,1,M,10,13,S
S1,D,S:D,1,M,10,13,S
S1,D,S:D,1,F,10,13,S
S1,D,S:D,1,F,10,13,S
S1,D,S:D,1,F,10,13,S
S1,D,S:D,1,F,10,13,S
S1,D,S:D,1,M,11,13,S
S1,D,S:D,1,M,11,13,S
S1,D,S:D,1,F,11,13,S
S1,D,S:D,2,M,10,11,S
S1,D,S:D,2,M,10,11,S
S1,D,S:D,2,M,10,11,S
S1,D,S:D,2,M,10,11,S
S1,D,S:D,2,M,10,11,S
S1,D,S:D,2,F,10,11,S
S1,D,S:D,2,F,10,11,S
S1,D,S:D,2,F,10,11,S
S1,D,S:D,2,M,11,11,S
S1,D,S:D,2,M,11,11,S
S1,D,S:D,2,F,11,11,S
S1,D,S:D,3,M,10,9,S
S1,D,S:D,3,M,10,9,S
S1,D,S:D,3,M,10,9,S
S1,D,S:D,3,M,10,9,S
S1,D,S:D,3,M,10,9,S
S1,D,S:D,3,F,10,9,S
S1,D,S:D,3,F,10,9,S
S1,D,S:D,3,F,10,9,S
S1,D,S:D,3,M,11,9,S
S1,D,S:D,4,F,9,6,S
S1,D,S:D,4,M,10,6,S
S1,D,S:D,4,M,10,6,S
S1,D,S:D,4,M,10,6,S
S1,D,S:D,4,F,10,6,S
S1,D,S:D,4,F,10,6,S
S1,D,S:D,5,M,10,10,S
S1,D,S:D,5,M,10,10,S
S1,D,S:D,5,M,10,10,S
S1,D,S:D,5,M,10,10,S
S1,D,S:D,5,M,10,10,S
S1,D,S:D,5,M,10,10,S
S1,D,S:D,5,F,10,10,S
S1,D,S:D,5,F,10,10,S
S1,D,S:D,5,F,10,10,S
S1,D,S:D,5,M,11,10,S
S1,D,S:D,6,M,10,8,S
S1,D,S:D,6,F,10,8,S
S1,D,S:D,6,F,10,8,S
S1,D,S:D,6,F,10,8,S
S1,D,S:D,6,F,10,8,S
S1,D,S:D,6,F,10,8,S
S1,D,S:D,6,F,10,8,S
S1,D,S:D,6,F,11,8,S
S1,D,S:D,7,M,10,7,S
S1,D,S:D,7,F,10,7,S
S1,D,S:D,7,F,10,7,S
S1,D,S:D,7,F,10,7,S
S1,D,S:D,7,F,10,7,S
S1,D,S:D,7,M,11,7,S
S1,D,S:D,7,M,11,7,S
S1,D,S:D,8,M,10,8,S
S1,D,S:D,8,M,10,8,S
S1,D,S:D,8,F,10,8,S
S1,D,S:D,8,F,10,8,S
S1,D,S:D,8,M,11,8,S
S1,D,S:D,8,M,11,8,S
S1,D,S:D,8,M,11,8,S
S1,D,S:D,8,F,11,8,S
S1,D,S:D,9,M,10,15,S
S1,D,S:D,9,M,10,15,S
S1,D,S:D,9,M,10,15,S
S1,D,S:D,9,M,10,15,S
S1,D,S:D,9,M,10,15,S
S1,D,S:D,9,M,10,15,S
S1,D,S:D,9,F,10,15,S
S1,D,S:D,9,F,10,15,S
S1,D,S:D,9,F,10,15,S
S1,D,S:D,9,F,10,15,S
S1,D,S:D,9,F,10,15,S
S1,D,S:D,9,M,11,15,S
S1,D,S:D,9,M,11,15,S
S1,D,S:D,9,F,11,15,S
S1,D,S:D,9,F,11,15,S
S1,D,S:D,10,M,10,8,S
S1,D,S:D,10,M,10,8,S
S1,D,S:D,10,M,10,8,S
S1,D,S:D,10,F,10,8,S
S1,D,S:D,10,F,10,8,S
S1,D,S:D,10,M,11,8,S
S1,D,S:D,10,F,11,8,S
S1,D,S:D,10,M,12,8,S
S1,D,S:D,11,M,10,9,S
S1,D,S:D,11,F,10,9,S
S1,D,S:D,11,F,10,9,S
S1,D,S:D,11,F,10,9,S
S1,D,S:D,11,F,10,9,S
S1,D,S:D,11,F,10,9,S
S1,D,S:D,11,M,11,9,S
S1,D,S:D,11,M,11,9,S
S1,D,S:D,11,F,11,9,S
S1,D,S:D,12,F,10,15,S
S1,D,S:D,12,M,11,15,S
S1,D,S:D,12,M,11,15,S
S1,D,S:D,12,M,11,15,S
S1,D,S:D,12,M,11,15,S
S1,D,S:D,12,M,11,15,S
S1,D,S:D,12,F,11,15,S
S1,D,S:D,12,F,11,15,S
S1,D,S:D,12,F,11,15,S
S1,D,S:D,12,F,11,15,S
S1,D,S:D,12,M,12,15,S
S1,D,S:D,12,M,12,15,S
S1,D,S:D,12,F,12,15,S
S1,D,S:D,12,F,12,15,S
S1,D,S:D,12,M,13,15,S
S1,D,S:D,13,F,10,7,S
S1,D,S:D,13,F,10,7,S
S1,D,S:D,13,M,11,7,S
S1,D,S:D,13,M,11,7,S
S1,D,S:D,13,F,11,7,S
S1,D,S:D,13,M,12,7,S
S1,D,S:D,13,M,13,7,S
S1,D,S:D,14,M,11,9,S
S1,D,S:D,14,M,11,9,S
S1,D,S:D,14,F,11,9,S
S1,D,S:D,14,F,11,9,S
S1,D,S:D,14,F,11,9,S
S1,D,S:D,14,M,12,9,S
S1,D,S:D,14,M,12,9,S
S1,D,S:D,14,M,12,9,S
S1,D,S:D,14,F,12,9,S
S1,D,S:D,15,M,11,8,S
S1,D,S:D,15,M,11,8,S
S1,D,S:D,15,M,11,8,S
S1,D,S:D,15,M,12,8,S
S1,D,S:D,15,M,12,8,S
S1,D,S:D,15,M,12,8,S
S1,D,S:D,15,M,12,8,S
S1,D,S:D,15,F,12,8,S
S1,D,S:D,16,M,11,9,S
S1,D,S:D,16,M,11,9,S
S1,D,S:D,16,M,11,9,S
S1,D,S:D,16,F,11,9,S
S1,D,S:D,16,F,11,9,S
S1,D,S:D,16,F,11,9,S
S1,D,S:D,16,M,12,9,S
S1,D,S:D,16,F,12,9,S
S1,D,S:D,16,F,12,9,S
S1,D,S:D,17,F,12,2,S
S1,D,S:D,17,M,13,2,S
S1,D,S:D,18,F,10,12,S
S1,D,S:D,18,F,10,12,S
S1,D,S:D,18,M,11,12,S
S1,D,S:D,18,M,11,12,S
S1,D,S:D,18,M,11,12,S
S1,D,S:D,18,M,11,12,S
S1,D,S:D,18,M,11,12,S
S1,D,S:D,18,M,11,12,S
S1,D,S:D,18,F,11,12,S
S1,D,S:D,18,F,11,12,S
S1,D,S:D,18,F,11,12,S
S1,D,S:D,18,F,11,12,S
S1,D,S:D,19,F,10,9,S
S1,D,S:D,19,F,10,9,S
S1,D,S:D,19,M,11,9,S
S1,D,S:D,19,M,11,9,S
S1,D,S:D,19,M,11,9,S
S1,D,S:D,19,F,11,9,S
S1,D,S:D,19,F,11,9,S
S1,D,S:D,19,F,11,9,S
S1,D,S:D,19,M,12,9,S
S1,D,S:D,20,M,11,10,S
S1,D,S:D,20,M,11,10,S
S1,D,S:D,20,M,11,10,S
S1,D,S:D,20,M,11,10,S
S1,D,S:D,20,M,11,10,S
S1,D,S:D,20,F,11,10,S
S1,D,S:D,20,F,11,10,S
S1,D,S:D,20,F,11,10,S
S1,D,S:D,20,F,12,10,S
S1,D,S:D,20,F,12,10,S
S1,D,S:D,21,F,10,8,S
S1,D,S:D,21,M,11,8,S
S1,D,S:D,21,M,11,8,S
S1,D,S:D,21,F,11,8,S
S1,D,S:D,21,M,12,8,S
S1,D,S:D,21,M,12,8,S
S1,D,S:D,21,F,12,8,S
S1,D,S:D,21,F,12,8,S
S1,D,S:D,22,F,10,10,S
S1,D,S:D,22,M,11,10,S
S1,D,S:D,22,M,11,10,S
S1,D,S:D,22,M,11,10,S
S1,D,S:D,22,F,11,10,S
S1,D,S:D,22,F,11,10,S
S1,D,S:D,22,F,11,10,S
S1,D,S:D,22,F,11,10,S
S1,D,S:D,22,F,11,10,S
S1,D,S:D,22,M,12,10,S
S2,D,S:D,1,F,9,8,S
S2,D,S:D,1,F,9,8,S
S2,D,S:D,1,F,9,8,S
S2,D,S:D,1,M,10,8,S
S2,D,S:D,1,M,10,8,S
S2,D,S:D,1,M,10,8,S
S2,D,S:D,1,F,10,8,S
S2,D,S:D,1,F,10,8,S
S2,D,S:D,2,F,9,15,S
S2,D,S:D,2,M,10,15,S
S2,D,S:D,2,M,10,15,S
S2,D,S:D,2,M,10,15,S
S2,D,S:D,2,M,10,15,S
S2,D,S:D,2,M,10,15,S
S2,D,S:D,2,M,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,F,10,15,S
S2,D,S:D,2,M,12,15,S
S2,D,S:D,3,F,9,8,S
S2,D,S:D,3,F,9,8,S
S2,D,S:D,3,F,9,8,S
S2,D,S:D,3,F,9,8,S
S2,D,S:D,3,M,10,8,S
S2,D,S:D,3,M,10,8,S
S2,D,S:D,3,M,10,8,S
S2,D,S:D,3,F,10,8,S
S2,D,S:D,4,M,10,9,S
S2,D,S:D,4,M,10,9,S
S2,D,S:D,4,F,10,9,S
S2,D,S:D,4,F,10,9,S
S2,D,S:D,4,F,10,9,S
S2,D,S:D,4,M,11,9,S
S2,D,S:D,4,M,11,9,S
S2,D,S:D,4,F,11,9,S
S2,D,S:D,4,F,11,9,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,M,11,12,S
S2,D,S:D,5,F,11,12,S
S2,D,S:D,5,F,11,12,S
S2,D,S:D,5,F,11,12,S
S2,D,S:D,5,F,11,12,S
S2,D,S:D,6,M,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,10,9,S
S2,D,S:D,6,F,11,9,S
S2,D,S:D,7,M,10,13,S
S2,D,S:D,7,M,10,13,S
S2,D,S:D,7,M,11,13,S
S2,D,S:D,7,M,11,13,S
S2,D,S:D,7,M,11,13,S
S2,D,S:D,7,M,11,13,S
S2,D,S:D,7,M,11,13,S
S2,D,S:D,7,F,11,13,S
S2,D,S:D,7,F,11,13,S
S2,D,S:D,7,F,11,13,S
S2,D,S:D,7,F,11,13,S
S2,D,S:D,7,F,11,13,S
S2,D,S:D,7,F,12,13,S
S2,D,S:D,8,M,10,11,S
S2,D,S:D,8,F,10,11,S
S2,D,S:D,8,F,10,11,S
S2,D,S:D,8,F,10,11,S
S2,D,S:D,8,F,10,11,S
S2,D,S:D,8,F,10,11,S
S2,D,S:D,8,M,11,11,S
S2,D,S:D,8,M,11,11,S
S2,D,S:D,8,M,11,11,S
S2,D,S:D,8,M,11,11,S
S2,D,S:D,8,M,11,11,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,M,10,13,S
S2,D,S:D,9,F,10,13,S
S2,D,S:D,9,F,10,13,S
S2,D,S:D,9,F,10,13,S
S2,D,S:D,9,F,10,13,S
S2,D,S:D,9,M,11,13,S
S2,D,S:D,9,M,11,13,S
S2,D,S:D,10,M,10,13,S
S2,D,S:D,10,M,10,13,S
S2,D,S:D,10,F,10,13,S
S2,D,S:D,10,F,10,13,S
S2,D,S:D,10,F,10,13,S
S2,D,S:D,10,M,11,13,S
S2,D,S:D,10,M,11,13,S
S2,D,S:D,10,M,11,13,S
S2,D,S:D,10,F,11,13,S
S2,D,S:D,10,F,11,13,S
S2,D,S:D,10,F,11,13,S
S2,D,S:D,10,F,11,13,S
S2,D,S:D,10,F,11,13,S
S3,D,S:D,1,M,10,9,S
S3,D,S:D,1,M,10,9,S
S3,D,S:D,1,M,10,9,S
S3,D,S:D,1,M,10,9,S
S3,D,S:D,1,M,10,9,S
S3,D,S:D,1,M,10,9,S
S3,D,S:D,1,F,10,9,S
S3,D,S:D,1,F,10,9,S
S3,D,S:D,1,F,10,9,S
S3,D,S:D,2,F,9,14,S
S3,D,S:D,2,F,9,14,S
S3,D,S:D,2,M,10,14,S
S3,D,S:D,2,M,10,14,S
S3,D,S:D,2,M,10,14,S
S3,D,S:D,2,M,10,14,S
S3,D,S:D,2,M,10,14,S
S3,D,S:D,2,M,10,14,S
S3,D,S:D,2,F,10,14,S
S3,D,S:D,2,F,10,14,S
S3,D,S:D,2,F,10,14,S
S3,D,S:D,2,F,10,14,S
S3,D,S:D,2,F,10,14,S
S3,D,S:D,2,F,10,14,S
S3,D,S:D,3,M,9,6,S
S3,D,S:D,3,F,9,6,S
S3,D,S:D,3,F,9,6,S
S3,D,S:D,3,M,10,6,S
S3,D,S:D,3,M,10,6,S
S3,D,S:D,3,M,11,6,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,M,10,15,S
S3,D,S:D,4,F,10,15,S
S3,D,S:D,4,F,10,15,S
S3,D,S:D,4,F,10,15,S
S3,D,S:D,4,F,10,15,S
S3,D,S:D,4,M,11,15,S
S3,D,S:D,4,F,11,15,S
S3,D,S:D,5,M,12,11,S
S3,D,S:D,5,M,12,11,S
S3,D,S:D,5,M,12,11,S
S3,D,S:D,5,F,12,11,S
S3,D,S:D,5,F,12,11,S
S3,D,S:D,5,F,12,11,S
S3,D,S:D,5,M,13,11,S
S3,D,S:D,5,M,13,11,S
S3,D,S:D,5,M,13,11,S
S3,D,S:D,5,M,13,11,S
S3,D,S:D,5,F,13,11,S
S3,D,S:D,6,M,10,17,S
S3,D,S:D,6,M,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,F,11,17,S
S3,D,S:D,7,F,10,10,S
S3,D,S:D,7,M,11,10,S
S3,D,S:D,7,M,11,10,S
S3,D,S:D,7,M,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,M,12,10,S
S3,D,S:D,7,F,12,10,S
S3,D,S:D,8,M,11,3,S
S3,D,S:D,8,M,11,3,S
S3,D,S:D,8,F,11,3,S