"","lines","chro","line_chro","sex"
"1382","L3","D","L:D","M"
"1383","L3","D","L:D","M"
"1384","L3","D","L:D","M"
"1385","L3","D","L:D","M"
"1386","L3","D","L:D","M"
"1387","L3","D","L:D","M"
"1388","L3","D","L:D","M"
"1389","L3","D","L:D","M"
"1390","L3","D","L:D","M"
"1391","L3","D","L:D","M"
"1392","L3","D","L:D","M"
"1393","L3","D","L:D","M"
"1394","L3","D","L:D","M"
"1395","L3","D","L:D","M"
"1396","L3","D","L:D","M"
"1397","L3","D","L:D","M"
"1398","L3","D","L:D","M"
"1399","L3","D","L:D","M"
"1400","L3","D","L:D","M"
"1401","L3","D","L:D","M"
"1402","L3","D","L:D","M"
"1403","L3","D","L:D","M"
"1404","L3","D","L:D","M"
"1405","L3","D","L:D","M"
"1406","L3","D","L:D","M"
"1407","L3","D","L:D","M"
"1408","L3","D","L:D","M"
"1409","L3","D","L:D","M"
"1410","L3","D","L:D","M"
"1411","L3","D","L:D","M"
"1412","L3","D","L:D","M"
"1413","L3","D","L:D","M"
"1414","L3","D","L:D","M"
"1415","L3","D","L:D","M"
"1416","L3","D","L:D","M"
"1417","L3","D","L:D","M"
"1418","L3","D","L:D","M"
"1419","L3","D","L:D","M"
"1420","L3","D","L:D","M"
"1421","L3","D","L:D","M"
"1422","L3","D","L:D","M"
"1423","L3","D","L:D","M"
"1424","L3","D","L:D","M"
"1425","L3","D","L:D","M"
"1426","L3","D","L:D","M"
"1427","L3","D","L:D","M"
"1428","L3","D","L:D","M"
"1429","L3","D","L:D","M"
"1430","L3","D","L:D","M"
"1431","L3","D","L:D","M"
"1432","L3","D","L:D","M"
"1433","L3","D","L:D","M"
"1434","L3","D","L:D","M"
"1435","L3","D","L:D","M"
"1436","L3","D","L:D","M"
"1437","L3","D","L:D","M"
"1438","L3","D","L:D","M"
"1439","L3","D","L:D","M"
"1440","L3","D","L:D","M"
"1441","L3","D","L:D","M"
"1442","L3","D","L:D","M"
"1443","L3","D","L:D","M"
"1444","L3","D","L:D","M"
"1445","L3","D","L:D","M"
"1446","L3","D","L:D","M"
"1447","L3","D","L:D","M"
"1448","L3","D","L:D","M"
"1449","L3","D","L:D","M"
"1450","L3","D","L:D","M"
"1451","L3","D","L:D","M"
"1452","L3","D","L:D","M"
"1453","L3","D","L:D","M"
"1454","L3","D","L:D","M"
"1455","L3","D","L:D","M"
"1456","L3","D","L:D","M"
"1457","L3","D","L:D","M"
"1458","L3","D","L:D","M"
"1459","L3","D","L:D","M"
"1460","L3","D","L:D","M"
"1461","L3","D","L:D","M"
"1462","L3","D","L:D","M"
"1463","L3","D","L:D","M"
"1464","L3","D","L:D","M"
"1465","L3","D","L:D","M"
"1466","L3","D","L:D","M"
"1467","L3","D","L:D","M"
"1468","L3","D","L:D","M"
"1469","L3","D","L:D","M"
"1470","L3","D","L:D","M"
"1471","L3","D","L:D","M"
"1472","L3","D","L:D","M"
"1473","L3","D","L:D","M"
"1474","L3","D","L:D","M"
"1475","L3","D","L:D","M"
"1476","L3","D","L:D","M"
"1477","L3","D","L:D","M"
"1478","L3","D","L:D","M"
"1479","L3","D","L:D","M"
"1480","L3","D","L:D","M"
"1481","L3","D","L:D","M"
"1482","L3","D","L:D","M"
"1483","L3","D","L:D","M"
"1484","L3","D","L:D","M"
"1485","L3","D","L:D","M"
"1486","L3","D","L:D","M"
"1487","L3","D","L:D","M"
"1488","L3","D","L:D","M"
"1489","L3","D","L:D","M"
"1490","L3","D","L:D","M"
"1491","L3","D","L:D","M"
"1492","L3","D","L:D","M"
"1493","L3","D","L:D","M"
"1494","L3","D","L:D","M"
"1495","L3","D","L:D","M"
"1496","L3","D","L:D","M"
"1497","L3","D","L:D","M"
"1498","L3","D","L:D","M"
"1499","L3","D","L:D","M"
"1500","L3","D","L:D","M"
"1501","L3","D","L:D","M"
"1502","L3","D","L:D","M"
"1503","L3","D","L:D","M"
"1504","L3","D","L:D","M"
"1505","L3","D","L:D","M"
"1506","L3","D","L:D","M"
"1507","L3","D","L:D","M"
"1508","L3","D","L:D","M"
"1509","L3","D","L:D","F"
"1510","L3","D","L:D","F"
"1511","L3","D","L:D","F"
"1512","L3","D","L:D","F"
"1513","L3","D","L:D","F"
"1514","L3","D","L:D","F"
"1515","L3","D","L:D","F"
"1516","L3","D","L:D","F"
"1517","L3","D","L:D","F"
"1518","L3","D","L:D","F"
"1519","L3","D","L:D","F"
"1520","L3","D","L:D","F"
"1521","L3","D","L:D","F"
"1522","L3","D","L:D","F"
"1523","L3","D","L:D","F"
"1524","L3","D","L:D","F"
"1525","L3","D","L:D","F"
"1526","L3","D","L:D","F"
"1527","L3","D","L:D","F"
"1528","L3","D","L:D","F"
"1529","L3","D","L:D","F"
"1530","L3","D","L:D","F"
"1531","L3","D","L:D","F"
"1532","L3","D","L:D","F"
"1533","L3","D","L:D","F"
"1534","L3","D","L:D","F"
"1535","L3","D","L:D","F"
"1536","L3","D","L:D","F"
"1537","L3","D","L:D","F"
"1538","L3","D","L:D","F"
"1539","L3","D","L:D","F"
"1540","L3","D","L:D","F"
"1541","L3","D","L:D","F"
"1542","L3","D","L:D","F"
"1543","L3","D","L:D","F"
"1544","L3","D","L:D","F"
"1545","L3","D","L:D","F"
"1546","L3","D","L:D","F"
"1547","L3","D","L:D","F"
"1548","L3","D","L:D","F"
"1549","L3","D","L:D","F"
"1550","L3","D","L:D","F"
"1551","L3","D","L:D","F"
"1552","L3","D","L:D","F"
"1553","L3","D","L:D","F"
"1554","L3","D","L:D","F"
"1555","L3","D","L:D","F"
"1556","L3","D","L:D","F"
"1557","L3","D","L:D","F"
"1558","L3","D","L:D","F"
"1559","L3","D","L:D","F"
"1560","L3","D","L:D","F"
"1561","L3","D","L:D","F"
"1562","L3","D","L:D","F"
"1563","L3","D","L:D","F"
"1564","L3","D","L:D","F"
"1565","L3","D","L:D","F"
"1566","L3","D","L:D","F"
"1567","L3","D","L:D","F"
"1568","L3","D","L:D","F"
"1569","L3","D","L:D","F"
"1570","L3","D","L:D","F"
"1571","L3","D","L:D","F"
"1572","L3","D","L:D","F"
"1573","L3","D","L:D","F"
"1574","L3","D","L:D","F"
"1575","L3","D","L:D","F"
"1576","L3","D","L:D","F"
"1577","L3","D","L:D","F"
"1578","L3","D","L:D","F"
"1579","L3","D","L:D","F"
"1580","L3","D","L:D","F"
"1581","L3","D","L:D","F"
"1582","L3","D","L:D","F"
"1583","L3","D","L:D","F"
"1584","L3","D","L:D","F"
"1585","L3","D","L:D","F"
"1586","L3","D","L:D","F"
"1587","L3","D","L:D","F"
"1588","L3","D","L:D","F"
"1589","L3","D","L:D","F"
"1590","L3","D","L:D","F"
"1591","L3","D","L:D","F"
"1592","L3","D","L:D","F"
"1593","L3","D","L:D","F"
"1594","L3","D","L:D","F"
"1595","L3","D","L:D","F"
"1596","L3","D","L:D","F"
"1597","L3","D","L:D","F"
"1598","L3","D","L:D","F"
"1599","L3","D","L:D","F"
"1600","L3","D","L:D","F"
"1601","L3","D","L:D","F"
"1602","L3","D","L:D","F"
"1603","L3","D","L:D","F"
"1604","L3","D","L:D","F"
"1605","L3","D","L:D","F"
"1606","L3","D","L:D","F"
"1607","L3","D","L:D","F"
"1608","L3","D","L:D","F"
"1609","L3","D","L:D","F"
"1610","L3","D","L:D","F"
"1611","L3","D","L:D","F"
"1612","L3","D","L:D","F"
"1613","L3","D","L:D","F"
"1614","L3","D","L:D","F"
"1615","L3","D","L:D","F"
"1616","L3","D","L:D","F"
"1617","L3","D","L:D","F"
"1618","L3","D","L:D","F"
"1619","L3","D","L:D","F"
"1620","L3","D","L:D","F"
"1621","L3","D","L:D","F"
"1622","L3","D","L:D","F"
"1623","L3","D","L:D","F"
"1624","L3","D","L:D","F"
"1625","L3","D","L:D","F"
"1626","L3","D","L:D","F"
"1627","L3","D","L:D","F"
"1628","L3","D","L:D","F"
"1629","L3","D","L:D","F"
"1630","L3","D","L:D","F"
"1631","L3","D","L:D","F"
"1632","L3","D","L:D","F"
"1633","L3","D","L:D","F"
"1634","L3","D","L:D","F"
"1635","L3","D","L:D","F"
"1636","L3","D","L:D","F"
"1637","L3","D","L:D","F"
"1638","L3","D","L:D","F"
"1639","L3","D","L:D","F"
"1640","L3","D","L:D","F"
"1641","L3","D","L:D","F"
"1642","L3","D","L:D","F"
"1643","L3","D","L:D","F"
"1644","L3","D","L:D","F"
"1645","L3","D","L:D","F"
"1646","L3","D","L:D","F"
"1647","L3","D","L:D","F"
"1648","L3","D","L:D","F"
"1649","L3","D","L:D","F"
"1650","L3","D","L:D","F"
"1651","L3","D","L:D","F"
"1652","L3","D","L:D","F"
"1653","L3","D","L:D","F"
"1654","S1","D","S:D","M"
"1655","S1","D","S:D","M"
"1656","S1","D","S:D","M"
"1657","S1","D","S:D","M"
"1658","S1","D","S:D","M"
"1659","S1","D","S:D","M"
"1660","S1","D","S:D","M"
"1661","S1","D","S:D","M"
"1662","S1","D","S:D","M"
"1663","S1","D","S:D","M"
"1664","S1","D","S:D","M"
"1665","S1","D","S:D","M"
"1666","S1","D","S:D","M"
"1667","S1","D","S:D","M"
"1668","S1","D","S:D","M"
"1669","S1","D","S:D","M"
"1670","S1","D","S:D","M"
"1671","S1","D","S:D","M"
"1672","S1","D","S:D","M"
"1673","S1","D","S:D","M"
"1674","S1","D","S:D","M"
"1675","S1","D","S:D","M"
"1676","S1","D","S:D","M"
"1677","S1","D","S:D","M"
"1678","S1","D","S:D","M"
"1679","S1","D","S:D","M"
"1680","S1","D","S:D","M"
"1681","S1","D","S:D","M"
"1682","S1","D","S:D","M"
"1683","S1","D","S:D","M"
"1684","S1","D","S:D","M"
"1685","S1","D","S:D","M"
"1686","S1","D","S:D","M"
"1687","S1","D","S:D","M"
"1688","S1","D","S:D","M"
"1689","S1","D","S:D","M"
"1690","S1","D","S:D","M"
"1691","S1","D","S:D","M"
"1692","S1","D","S:D","M"
"1693","S1","D","S:D","M"
"1694","S1","D","S:D","M"
"1695","S1","D","S:D","M"
"1696","S1","D","S:D","M"
"1697","S1","D","S:D","M"
"1698","S1","D","S:D","M"
"1699","S1","D","S:D","M"
"1700","S1","D","S:D","M"
"1701","S1","D","S:D","M"
"1702","S1","D","S:D","M"
"1703","S1","D","S:D","M"
"1704","S1","D","S:D","M"
"1705","S1","D","S:D","M"
"1706","S1","D","S:D","M"
"1707","S1","D","S:D","M"
"1708","S1","D","S:D","M"
"1709","S1","D","S:D","M"
"1710","S1","D","S:D","M"
"1711","S1","D","S:D","M"
"1712","S1","D","S:D","M"
"1713","S1","D","S:D","M"
"1714","S1","D","S:D","M"
"1715","S1","D","S:D","M"
"1716","S1","D","S:D","M"
"1717","S1","D","S:D","M"
"1718","S1","D","S:D","M"
"1719","S1","D","S:D","M"
"1720","S1","D","S:D","M"
"1721","S1","D","S:D","M"
"1722","S1","D","S:D","M"
"1723","S1","D","S:D","M"
"1724","S1","D","S:D","M"
"1725","S1","D","S:D","M"
"1726","S1","D","S:D","M"
"1727","S1","D","S:D","M"
"1728","S1","D","S:D","M"
"1729","S1","D","S:D","M"
"1730","S1","D","S:D","M"
"1731","S1","D","S:D","M"
"1732","S1","D","S:D","M"
"1733","S1","D","S:D","M"
"1734","S1","D","S:D","M"
"1735","S1","D","S:D","M"
"1736","S1","D","S:D","M"
"1737","S1","D","S:D","M"
"1738","S1","D","S:D","M"
"1739","S1","D","S:D","M"
"1740","S1","D","S:D","M"
"1741","S1","D","S:D","M"
"1742","S1","D","S:D","M"
"1743","S1","D","S:D","M"
"1744","S1","D","S:D","M"
"1745","S1","D","S:D","M"
"1746","S1","D","S:D","M"
"1747","S1","D","S:D","M"
"1748","S1","D","S:D","M"
"1749","S1","D","S:D","M"
"1750","S1","D","S:D","M"
"1751","S1","D","S:D","M"
"1752","S1","D","S:D","M"
"1753","S1","D","S:D","M"
"1754","S1","D","S:D","M"
"1755","S1","D","S:D","M"
"1756","S1","D","S:D","M"
"1757","S1","D","S:D","M"
"1758","S1","D","S:D","M"
"1759","S1","D","S:D","M"
"1760","S1","D","S:D","M"
"1761","S1","D","S:D","M"
"1762","S1","D","S:D","F"
"1763","S1","D","S:D","F"
"1764","S1","D","S:D","F"
"1765","S1","D","S:D","F"
"1766","S1","D","S:D","F"
"1767","S1","D","S:D","F"
"1768","S1","D","S:D","F"
"1769","S1","D","S:D","F"
"1770","S1","D","S:D","F"
"1771","S1","D","S:D","F"
"1772","S1","D","S:D","F"
"1773","S1","D","S:D","F"
"1774","S1","D","S:D","F"
"1775","S1","D","S:D","F"
"1776","S1","D","S:D","F"
"1777","S1","D","S:D","F"
"1778","S1","D","S:D","F"
"1779","S1","D","S:D","F"
"1780","S1","D","S:D","F"
"1781","S1","D","S:D","F"
"1782","S1","D","S:D","F"
"1783","S1","D","S:D","F"
"1784","S1","D","S:D","F"
"1785","S1","D","S:D","F"
"1786","S1","D","S:D","F"
"1787","S1","D","S:D","F"
"1788","S1","D","S:D","F"
"1789","S1","D","S:D","F"
"1790","S1","D","S:D","F"
"1791","S1","D","S:D","F"
"1792","S1","D","S:D","F"
"1793","S1","D","S:D","F"
"1794","S1","D","S:D","F"
"1795","S1","D","S:D","F"
"1796","S1","D","S:D","F"
"1797","S1","D","S:D","F"
"1798","S1","D","S:D","F"
"1799","S1","D","S:D","F"
"1800","S1","D","S:D","F"
"1801","S1","D","S:D","F"
"1802","S1","D","S:D","F"
"1803","S1","D","S:D","F"
"1804","S1","D","S:D","F"
"1805","S1","D","S:D","F"
"1806","S1","D","S:D","F"
"1807","S1","D","S:D","F"
"1808","S1","D","S:D","F"
"1809","S1","D","S:D","F"
"1810","S1","D","S:D","F"
"1811","S1","D","S:D","F"
"1812","S1","D","S:D","F"
"1813","S1","D","S:D","F"
"1814","S1","D","S:D","F"
"1815","S1","D","S:D","F"
"1816","S1","D","S:D","F"
"1817","S1","D","S:D","F"
"1818","S1","D","S:D","F"
"1819","S1","D","S:D","F"
"1820","S1","D","S:D","F"
"1821","S1","D","S:D","F"
"1822","S1","D","S:D","F"
"1823","S1","D","S:D","F"
"1824","S1","D","S:D","F"
"1825","S1","D","S:D","F"
"1826","S1","D","S:D","F"
"1827","S1","D","S:D","F"
"1828","S1","D","S:D","F"
"1829","S1","D","S:D","F"
"1830","S1","D","S:D","F"
"1831","S1","D","S:D","F"
"1832","S1","D","S:D","F"
"1833","S1","D","S:D","F"
"1834","S1","D","S:D","F"
"1835","S1","D","S:D","F"
"1836","S1","D","S:D","F"
"1837","S1","D","S:D","F"
"1838","S1","D","S:D","F"
"1839","S1","D","S:D","F"
"1840","S1","D","S:D","F"
"1841","S1","D","S:D","F"
"1842","S1","D","S:D","F"
"1843","S1","D","S:D","F"
"1844","S1","D","S:D","F"
"1845","S1","D","S:D","F"
"1846","S1","D","S:D","F"
"1847","S1","D","S:D","F"
"1848","S1","D","S:D","F"
"1849","S1","D","S:D","F"
"1850","S1","D","S:D","F"
"1851","S1","D","S:D","F"
"1852","S1","D","S:D","F"
"1853","S1","D","S:D","F"
"1854","S1","D","S:D","F"
"1855","S1","D","S:D","F"
"1856","S1","D","S:D","F"
"1857","S2","D","S:D","M"
"1858","S2","D","S:D","M"
"1859","S2","D","S:D","M"
"1860","S2","D","S:D","M"
"1861","S2","D","S:D","M"
"1862","S2","D","S:D","M"
"1863","S2","D","S:D","M"
"1864","S2","D","S:D","M"
"1865","S2","D","S:D","M"
"1866","S2","D","S:D","M"
"1867","S2","D","S:D","M"
"1868","S2","D","S:D","M"
"1869","S2","D","S:D","M"
"1870","S2","D","S:D","M"
"1871","S2","D","S:D","M"
"1872","S2","D","S:D","M"
"1873","S2","D","S:D","M"
"1874","S2","D","S:D","M"
"1875","S2","D","S:D","M"
"1876","S2","D","S:D","M"
"1877","S2","D","S:D","M"
"1878","S2","D","S:D","M"
"1879","S2","D","S:D","M"
"1880","S2","D","S:D","M"
"1881","S2","D","S:D","M"
"1882","S2","D","S:D","M"
"1883","S2","D","S:D","M"
"1884","S2","D","S:D","M"
"1885","S2","D","S:D","M"
"1886","S2","D","S:D","M"
"1887","S2","D","S:D","M"
"1888","S2","D","S:D","M"
"1889","S2","D","S:D","M"
"1890","S2","D","S:D","M"
"1891","S2","D","S:D","M"
"1892","S2","D","S:D","M"
"1893","S2","D","S:D","M"
"1894","S2","D","S:D","M"
"1895","S2","D","S:D","M"
"1896","S2","D","S:D","M"
"1897","S2","D","S:D","M"
"1898","S2","D","S:D","M"
"1899","S2","D","S:D","M"
"1900","S2","D","S:D","M"
"1901","S2","D","S:D","M"
"1902","S2","D","S:D","M"
"1903","S2","D","S:D","M"
"1904","S2","D","S:D","M"
"1905","S2","D","S:D","M"
"1906","S2","D","S:D","M"
"1907","S2","D","S:D","M"
"1908","S2","D","S:D","M"
"1909","S2","D","S:D","M"
"1910","S2","D","S:D","F"
"1911","S2","D","S:D","F"
"1912","S2","D","S:D","F"
"1913","S2","D","S:D","F"
"1914","S2","D","S:D","F"
"1915","S2","D","S:D","F"
"1916","S2","D","S:D","F"
"1917","S2","D","S:D","F"
"1918","S2","D","S:D","F"
"1919","S2","D","S:D","F"
"1920","S2","D","S:D","F"
"1921","S2","D","S:D","F"
"1922","S2","D","S:D","F"
"1923","S2","D","S:D","F"
"1924","S2","D","S:D","F"
"1925","S2","D","S:D","F"
"1926","S2","D","S:D","F"
"1927","S2","D","S:D","F"
"1928","S2","D","S:D","F"
"1929","S2","D","S:D","F"
"1930","S2","D","S:D","F"
"1931","S2","D","S:D","F"
"1932","S2","D","S:D","F"
"1933","S2","D","S:D","F"
"1934","S2","D","S:D","F"
"1935","S2","D","S:D","F"
"1936","S2","D","S:D","F"
"1937","S2","D","S:D","F"
"1938","S2","D","S:D","F"
"1939","S2","D","S:D","F"
"1940","S2","D","S:D","F"
"1941","S2","D","S:D","F"
"1942","S2","D","S:D","F"
"1943","S2","D","S:D","F"
"1944","S2","D","S:D","F"
"1945","S2","D","S:D","F"
"1946","S2","D","S:D","F"
"1947","S2","D","S:D","F"
"1948","S2","D","S:D","F"
"1949","S2","D","S:D","F"
"1950","S2","D","S:D","F"
"1951","S2","D","S:D","F"
"1952","S2","D","S:D","F"
"1953","S2","D","S:D","F"
"1954","S2","D","S:D","F"
"1955","S2","D","S:D","F"
"1956","S2","D","S:D","F"
"1957","S2","D","S:D","F"
"1958","S2","D","S:D","F"
"1959","S2","D","S:D","F"
"1960","S2","D","S:D","F"
"1961","S2","D","S:D","F"
"1962","S2","D","S:D","F"
"1963","S2","D","S:D","F"
"1964","S2","D","S:D","F"
"1965","S2","D","S:D","F"
"1966","S2","D","S:D","F"
"1967","S2","D","S:D","F"
"1968","S3","D","S:D","M"
"1969","S3","D","S:D","M"
"1970","S3","D","S:D","M"
"1971","S3","D","S:D","M"
"1972","S3","D","S:D","M"
"1973","S3","D","S:D","M"
"1974","S3","D","S:D","M"
"1975","S3","D","S:D","M"
"1976","S3","D","S:D","M"
"1977","S3","D","S:D","M"
"1978","S3","D","S:D","M"
"1979","S3","D","S:D","M"
"1980","S3","D","S:D","M"
"1981","S3","D","S:D","M"
"1982","S3","D","S:D","M"
"1983","S3","D","S:D","M"
"1984","S3","D","S:D","M"
"1985","S3","D","S:D","M"
"1986","S3","D","S:D","M"
"1987","S3","D","S:D","M"
"1988","S3","D","S:D","M"
"1989","S3","D","S:D","M"
"1990","S3","D","S:D","M"
"1991","S3","D","S:D","M"
"1992","S3","D","S:D","M"
"1993","S3","D","S:D","M"
"1994","S3","D","S:D","M"
"1995","S3","D","S:D","M"
"1996","S3","D","S:D","M"
"1997","S3","D","S:D","M"
"1998","S3","D","S:D","M"
"1999","S3","D","S:D","M"
"2000","S3","D","S:D","M"
"2001","S3","D","S:D","M"
"2002","S3","D","S:D","M"
"2003","S3","D","S:D","M"
"2004","S3","D","S:D","M"
"2005","S3","D","S:D","M"
"2006","S3","D","S:D","M"
"2007","S3","D","S:D","M"
"2008","S3","D","S:D","M"
"2009","S3","D","S:D","M"
"2010","S3","D","S:D","M"
"2011","S3","D","S:D","M"
"2012","S3","D","S:D","M"
"2013","S3","D","S:D","M"
"2014","S3","D","S:D","M"
"2015","S3","D","S:D","M"
"2016","S3","D","S:D","M"
"2017","S3","D","S:D","F"
"2018","S3","D","S:D","F"
"2019","S3","D","S:D","F"
"2020","S3","D","S:D","F"
"2021","S3","D","S:D","F"
"2022","S3","D","S:D","F"
"2023","S3","D","S:D","F"
"2024","S3","D","S:D","F"
"2025","S3","D","S:D","F"
"2026","S3","D","S:D","F"
"2027","S3","D","S:D","F"
"2028","S3","D","S:D","F"
"2029","S3","D","S:D","F"
"2030","S3","D","S:D","F"
"2031","S3","D","S:D","F"
"2032","S3","D","S:D","F"
"2033","S3","D","S:D","F"
"2034","S3","D","S:D","F"
"2035","S3","D","S:D","F"
"2036","S3","D","S:D","F"
"2037","S3","D","S:D","F"
"2038","S3","D","S:D","F"
"2039","S3","D","S:D","F"
"2040","S3","D","S:D","F"
"2041","S3","D","S:D","F"
"2042","S3","D","S:D","F"
"2043","S3","D","S:D","F"
"2044","S3","D","S:D","F"
"2045","S3","D","S:D","F"
"2046","S3","D","S:D","F"
"2047","S3","D","S:D","F"
"2048","S3","D","S:D","F"
"2049","S3","D","S:D","F"
"2050","S3","D","S:D","F"
"2051","S3","D","S:D","F"
"2052","S3","D","S:D","F"
